netid,number,term,grade
acj13,5720,2018 Fall Term,89
ajj22,22177,2017 Fall Term,75
alh93,24322,2018 Fall Term,78
amm73,1406,2019 Spring Term,84
apb44,24395,2019 Spring Term,91
adh55,22905,2018 Spring Term,93
ayl26,3807,2017 Fall Term,97
ajk74,1854,2018 Spring Term,93
abg28,7692,2018 Fall Term,91
afs34,14315,2019 Spring Term,98
acg46,23338,2019 Spring Term,83
atb28,8322,2019 Spring Term,91
alp58,3513,2018 Spring Term,86
amg80,25279,2019 Spring Term,86
asb78,18255,2018 Spring Term,98
anl27,23034,2018 Fall Term,77
atf23,21412,2017 Fall Term,99
acr54,19640,2018 Fall Term,77
acr55,2315,2018 Spring Term,92
aaw44,10977,2018 Fall Term,87
agc31,23130,2017 Fall Term,89
ash43,19023,2017 Fall Term,83
ajp53,22918,2018 Fall Term,91
bad29,4062,2018 Spring Term,84
ase24,15334,2019 Spring Term,83
aac20,9129,2017 Fall Term,83
aep37,17410,2018 Fall Term,89
akh40,82,2017 Fall Term,87
abn15,5020,2018 Fall Term,91
aep47,5718,2018 Fall Term,96
ajf46,9129,2018 Fall Term,90
ajl88,7788,2017 Fall Term,93
ajp80,15348,2019 Spring Term,76
abr39,12638,2018 Fall Term,99
adm60,10022,2018 Fall Term,87
afa16,25098,2019 Spring Term,81
akd12,24372,2018 Spring Term,81
ajz10,19400,2018 Fall Term,85
aar26,15531,2019 Spring Term,88
aaf21,8048,2017 Fall Term,80
adb67,17499,2018 Spring Term,77
amr89,7019,2017 Fall Term,93
abd31,7550,2019 Spring Term,89
abb50,1461,2018 Fall Term,83
arl41,9150,2018 Spring Term,97
acb84,13180,2019 Spring Term,79
ary14,13046,2018 Spring Term,77
aej21,7796,2017 Fall Term,86
akh40,3815,2019 Spring Term,92
baa26,15230,2019 Spring Term,84
adc72,9789,2018 Fall Term,87
bad29,14970,2019 Spring Term,77
atr24,4417,2018 Fall Term,99
aef37,8048,2017 Fall Term,89
adh66,23876,2019 Spring Term,78
arm91,2945,2019 Spring Term,99
apj11,6875,2018 Spring Term,79
aam79,13046,2019 Spring Term,79
ajw82,1397,2019 Spring Term,92
arl45,25328,2018 Fall Term,89
aek48,15228,2018 Spring Term,94
aea37,20823,2017 Fall Term,93
acm92,25279,2019 Spring Term,88
abb73,2974,2018 Fall Term,98
aar26,24395,2019 Spring Term,86
ata19,20797,2017 Fall Term,96
apf23,7974,2018 Fall Term,80
akh40,10030,2018 Spring Term,88
asb93,1465,2017 Fall Term,95
akd16,12977,2018 Spring Term,96
aer52,16221,2018 Fall Term,96
aea42,24400,2018 Fall Term,87
acl43,15348,2018 Spring Term,82
ajl82,13594,2017 Fall Term,91
aeb89,10022,2017 Fall Term,81
alj39,6503,2018 Spring Term,85
ant28,23130,2017 Fall Term,86
asf47,7596,2018 Spring Term,75
akj30,9131,2018 Spring Term,84
alr80,20818,2017 Fall Term,94
aww30,22156,2017 Fall Term,98
anm43,21366,2019 Spring Term,80
alc99,7274,2018 Spring Term,85
aom11,81,2018 Fall Term,83
ads99,24138,2017 Fall Term,81
akn18,25052,2018 Spring Term,82
afw13,20527,2017 Fall Term,85
arh86,4932,2017 Fall Term,92
ace19,22505,2017 Fall Term,82
adf31,13958,2017 Fall Term,81
aje24,7788,2017 Fall Term,84
ant24,9781,2017 Fall Term,91
aww30,2728,2018 Spring Term,97
alc91,2965,2018 Fall Term,96
amo39,21852,2018 Fall Term,76
ajc85,20325,2017 Fall Term,92
ahs50,24969,2018 Spring Term,80
aem81,3511,2018 Spring Term,87
aml88,3807,2018 Spring Term,79
ajk74,20818,2017 Fall Term,93
aos11,7528,2018 Fall Term,79
awb33,10155,2018 Fall Term,75
amf84,24704,2019 Spring Term,90
acv13,12978,2019 Spring Term,88
anc54,22215,2017 Fall Term,83
amg73,2586,2018 Fall Term,93
acj34,25220,2018 Fall Term,79
agw31,7975,2018 Spring Term,84
adm74,7550,2019 Spring Term,94
ala24,24914,2018 Fall Term,75
acb68,22906,2018 Fall Term,76
acj26,3815,2019 Spring Term,78
aja33,9576,2017 Fall Term,91
amj62,82,2019 Spring Term,97
atf25,22914,2017 Fall Term,76
amp87,9576,2018 Fall Term,85
ala21,23679,2017 Fall Term,77
adm66,18102,2018 Fall Term,81
adb67,17292,2018 Fall Term,91
aar37,2046,2019 Spring Term,79
abc50,17498,2017 Fall Term,95
aew60,25098,2018 Spring Term,85
amn45,16221,2018 Fall Term,80
ano12,15348,2019 Spring Term,78
ara38,5028,2018 Spring Term,95
amj62,4417,2019 Spring Term,79
ajc85,3845,2018 Fall Term,90
afa19,18282,2017 Fall Term,96
asj19,24704,2018 Fall Term,86
act40,1860,2018 Spring Term,89
aim11,6298,2017 Fall Term,99
ado21,1461,2018 Spring Term,80
ark45,25279,2018 Spring Term,79
abw53,24914,2018 Spring Term,99
atg18,24138,2017 Fall Term,99
adc81,7453,2018 Spring Term,96
asb90,1403,2017 Fall Term,94
bac40,14970,2019 Spring Term,76
adw63,5826,2018 Fall Term,89
asb42,9576,2017 Fall Term,75
aah52,23278,2017 Fall Term,91
afs34,23288,2017 Fall Term,84
ajr89,22505,2018 Spring Term,78
ajl88,10020,2018 Fall Term,89
ard44,23204,2017 Fall Term,86
acc86,17806,2018 Spring Term,91
adc55,24135,2017 Fall Term,81
aks64,22156,2017 Fall Term,82
atr22,13594,2018 Fall Term,81
abd30,21524,2018 Spring Term,83
aps44,23651,2019 Spring Term,84
amr90,22177,2017 Fall Term,75
asb84,18102,2018 Fall Term,94
asc57,23529,2018 Spring Term,81
amm73,19913,2019 Spring Term,95
aam66,14970,2019 Spring Term,75
anc54,7979,2017 Fall Term,84
ajw76,15262,2019 Spring Term,87
abr39,16881,2018 Fall Term,92
akr43,4766,2017 Fall Term,78
ajl89,22156,2018 Fall Term,85
ajj29,3513,2018 Fall Term,78
aak48,81,2019 Spring Term,99
akg38,25279,2018 Spring Term,88
agk19,20797,2019 Spring Term,94
aek43,7529,2019 Spring Term,94
awg13,2759,2018 Fall Term,90
ajr89,15348,2017 Fall Term,91
alr67,23540,2017 Fall Term,90
amf80,24809,2018 Spring Term,78
atd25,5836,2018 Spring Term,80
ajr74,22156,2017 Fall Term,95
asw57,8766,2017 Fall Term,94
aer34,12978,2018 Spring Term,88
aeb87,3815,2018 Fall Term,91
acj13,81,2018 Fall Term,75
aas85,22905,2018 Spring Term,94
aps44,7697,2018 Fall Term,79
adk35,7872,2018 Fall Term,92
alj41,19765,2017 Fall Term,83
atd25,3815,2018 Fall Term,90
art40,4422,2019 Spring Term,80
atw20,24349,2019 Spring Term,97
acy12,12572,2019 Spring Term,81
afs34,12940,2019 Spring Term,76
afa16,24915,2017 Fall Term,98
adf35,20819,2017 Fall Term,83
and38,8766,2019 Spring Term,81
anb24,10022,2018 Fall Term,98
asb73,17515,2018 Fall Term,80
aem94,20138,2018 Fall Term,82
ahj10,19374,2018 Spring Term,87
aks94,7507,2018 Fall Term,88
arh75,19913,2017 Fall Term,75
adw65,5027,2018 Spring Term,89
ahj10,19142,2018 Spring Term,89
acm76,5716,2019 Spring Term,91
aln18,21143,2018 Fall Term,78
ach71,4773,2017 Fall Term,89
adm61,21852,2019 Spring Term,91
atc31,6503,2018 Spring Term,90
afl13,12977,2017 Fall Term,89
awm21,82,2018 Fall Term,76
atl16,8766,2017 Fall Term,85
aaa63,5026,2017 Fall Term,99
aey11,20819,2018 Fall Term,98
anm60,17941,2018 Spring Term,94
alt51,23123,2017 Fall Term,92
aka32,1461,2017 Fall Term,96
acj31,5800,2018 Fall Term,83
ajh66,6875,2018 Fall Term,82
adh66,19923,2018 Spring Term,78
ard44,3824,2017 Fall Term,94
anc54,17124,2019 Spring Term,99
anm43,81,2019 Spring Term,98
ajb91,16875,2017 Fall Term,91
atf24,22905,2019 Spring Term,79
ana24,25328,2018 Fall Term,89
alc91,23679,2018 Fall Term,94
acs98,2965,2018 Fall Term,75
aed41,17428,2019 Spring Term,76
and38,7550,2018 Fall Term,83
adc62,5033,2017 Fall Term,91
ara42,24138,2017 Fall Term,76
ajh66,1461,2018 Spring Term,92
ajc85,12571,2018 Spring Term,87
asf47,17428,2019 Spring Term,91
arc88,3807,2017 Fall Term,79
aos11,24915,2018 Fall Term,86
amt64,15348,2018 Spring Term,77
agg16,14567,2017 Fall Term,88
amr82,12977,2018 Fall Term,76
amh89,7692,2019 Spring Term,77
ajl73,13857,2019 Spring Term,88
anr45,22177,2017 Fall Term,86
arh75,7550,2017 Fall Term,81
all72,25220,2018 Fall Term,93
acf35,6609,2018 Fall Term,81
bad29,13076,2018 Fall Term,87
abt23,1854,2018 Spring Term,88
acj34,5020,2019 Spring Term,81
asd26,1853,2018 Fall Term,90
abb57,6298,2018 Fall Term,95
adn22,7019,2018 Fall Term,82
acg58,16221,2018 Fall Term,96
aps54,210,2018 Fall Term,87
adh61,20953,2018 Fall Term,84
akk42,3511,2018 Spring Term,75
aps55,22177,2017 Fall Term,82
aga16,25322,2018 Fall Term,85
amk85,20130,2018 Spring Term,89
aew60,24349,2018 Spring Term,91
acv20,15230,2019 Spring Term,98
bac40,5720,2017 Fall Term,78
alv13,8766,2018 Spring Term,79
afc24,17124,2019 Spring Term,90
aet26,20823,2017 Fall Term,88
afh11,17428,2019 Spring Term,83
afs37,4417,2018 Spring Term,81
abh37,17498,2019 Spring Term,79
abm55,81,2017 Fall Term,91
acg51,5237,2018 Fall Term,92
amh89,8322,2018 Fall Term,93
aef35,22912,2018 Spring Term,99
anp36,16955,2017 Fall Term,88
akv12,3807,2017 Fall Term,91
arl48,12978,2019 Spring Term,86
alj48,4764,2017 Fall Term,75
acg46,22912,2017 Fall Term,99
aab74,9129,2018 Fall Term,97
amt43,8766,2017 Fall Term,93
anm46,23351,2017 Fall Term,82
abm55,4925,2018 Fall Term,75
adk16,16875,2018 Spring Term,88
adp33,18276,2019 Spring Term,78
awj12,14970,2018 Spring Term,93
ash70,9150,2019 Spring Term,93
asc78,15262,2018 Fall Term,77
apk21,24776,2019 Spring Term,79
aam86,23529,2018 Spring Term,85
adw43,17806,2018 Fall Term,80
akr43,15531,2018 Fall Term,96
ags40,5026,2018 Spring Term,97
apm34,5800,2017 Fall Term,88
afk15,5836,2018 Fall Term,85
adw43,8062,2019 Spring Term,78
ajr71,19913,2019 Spring Term,93
aja40,22156,2018 Fall Term,82
alc87,5800,2017 Fall Term,99
ack42,23651,2019 Spring Term,94
awf11,12640,2017 Fall Term,95
aab73,23540,2018 Fall Term,84
ast29,23540,2017 Fall Term,76
aww31,22675,2017 Fall Term,85
amn40,24464,2019 Spring Term,87
aka32,18029,2017 Fall Term,96
abt23,24705,2017 Fall Term,77
avb11,5028,2018 Fall Term,93
abt23,5833,2019 Spring Term,80
ajp53,15348,2017 Fall Term,87
aep37,5902,2017 Fall Term,83
aak29,5020,2017 Fall Term,93
awk11,513,2019 Spring Term,92
akl31,1410,2018 Fall Term,82
ask59,23876,2019 Spring Term,98
alf32,24432,2019 Spring Term,81
ahn14,3824,2017 Fall Term,84
apf22,23568,2018 Fall Term,78
aep54,8322,2019 Spring Term,96
baa23,21550,2017 Fall Term,93
agp16,25187,2018 Fall Term,80
akr43,6792,2019 Spring Term,86
avp21,18963,2017 Fall Term,87
agk17,7796,2018 Fall Term,95
atb37,25279,2018 Spring Term,98
afm20,20325,2019 Spring Term,78
arb71,10155,2018 Fall Term,79
aeb87,3743,2018 Fall Term,96
acn20,21706,2018 Fall Term,91
asy13,19765,2018 Spring Term,91
agr25,5026,2018 Fall Term,84
alt51,12978,2017 Fall Term,96
all42,15348,2018 Fall Term,90
akl41,17124,2018 Spring Term,89
ajh98,13857,2017 Fall Term,86
abr26,513,2019 Spring Term,95
agc33,16036,2018 Fall Term,77
aja48,17428,2019 Spring Term,81
aey11,5718,2018 Spring Term,86
baa26,82,2018 Spring Term,93
agb30,2945,2019 Spring Term,90
aca13,9150,2018 Spring Term,87
asb81,22912,2019 Spring Term,90
awm21,9150,2017 Fall Term,75
anm43,1465,2018 Spring Term,75
asm74,20823,2018 Fall Term,89
agr20,21706,2017 Fall Term,76
aab79,15334,2019 Spring Term,94
agc31,9789,2019 Spring Term,89
acm61,18808,2017 Fall Term,89
amg89,23651,2018 Spring Term,86
acm94,3513,2019 Spring Term,84
ajg63,23568,2018 Fall Term,82
amg73,15264,2017 Fall Term,84
ans63,19923,2019 Spring Term,92
adm39,19923,2018 Spring Term,86
ans85,24372,2018 Spring Term,75
atf23,14447,2017 Fall Term,92
ais30,7692,2019 Spring Term,97
aea37,5237,2018 Fall Term,96
amr88,1860,2019 Spring Term,84
amj62,20776,2017 Fall Term,89
agd26,9150,2018 Spring Term,86
aps54,24138,2017 Fall Term,81
atf25,24420,2018 Spring Term,93
ath27,14970,2017 Fall Term,79
agg16,18963,2018 Spring Term,95
agr18,13815,2019 Spring Term,88
afs37,6840,2019 Spring Term,90
arl26,20357,2017 Fall Term,79
aja34,24432,2018 Fall Term,85
aep47,14315,2019 Spring Term,89
ahf12,8322,2018 Spring Term,91
akh49,6495,2017 Fall Term,76
ara38,14315,2018 Fall Term,88
asa48,1461,2018 Fall Term,84
aja26,8322,2019 Spring Term,88
ajp73,2945,2018 Spring Term,84
apm34,22675,2017 Fall Term,86
awc27,20357,2018 Fall Term,96
abg28,4764,2018 Spring Term,85
adm74,7276,2018 Fall Term,88
ajg62,5237,2018 Fall Term,76
aia10,14779,2019 Spring Term,95
aka32,20953,2019 Spring Term,81
abl29,15531,2019 Spring Term,84
ach45,17410,2017 Fall Term,86
ars93,23350,2018 Spring Term,85
ajo14,20824,2017 Fall Term,99
amg73,10977,2019 Spring Term,97
agk21,10977,2017 Fall Term,81
arm88,9150,2017 Fall Term,95
alj51,8769,2019 Spring Term,97
aek27,1461,2018 Fall Term,78
alt55,10977,2017 Fall Term,91
aak42,22912,2018 Fall Term,80
bac33,8769,2018 Spring Term,87
acg58,1860,2019 Spring Term,86
abs53,20770,2018 Fall Term,97
awm20,19468,2018 Fall Term,85
aew53,7528,2018 Fall Term,85
adw67,24135,2017 Fall Term,89
ach55,15348,2018 Fall Term,79
akt24,22534,2018 Spring Term,87
atl18,8062,2017 Fall Term,81
agk21,7974,2018 Fall Term,81
arh58,7276,2018 Fall Term,81
asb94,20818,2017 Fall Term,78
aaw44,20906,2017 Fall Term,91
ajg78,20823,2017 Fall Term,91
amj62,19482,2019 Spring Term,95
avd16,24180,2018 Spring Term,85
acn20,8062,2018 Fall Term,96
ast30,7550,2017 Fall Term,85
aww31,529,2018 Fall Term,81
alt55,8322,2018 Fall Term,76
arb71,5030,2018 Fall Term,78
aaf21,23130,2017 Fall Term,93
aan18,18029,2018 Fall Term,79
ast29,15348,2018 Spring Term,89
ajf37,964,2018 Fall Term,81
afh11,17410,2018 Fall Term,75
atr22,2313,2019 Spring Term,77
acj33,24432,2018 Fall Term,95
adm60,18963,2019 Spring Term,98
apm34,7253,2017 Fall Term,96
acs99,22177,2018 Fall Term,97
apk21,5030,2019 Spring Term,90
ajl89,17806,2019 Spring Term,96
ald57,13076,2018 Spring Term,83
asc67,7596,2018 Spring Term,80
aar37,8769,2019 Spring Term,83
abw35,2523,2018 Spring Term,79
agd18,13670,2017 Fall Term,84
ajc94,13670,2018 Fall Term,87
aja33,21412,2017 Fall Term,88
ajt47,5904,2018 Fall Term,78
asn22,9789,2018 Fall Term,92
agw31,13670,2018 Fall Term,97
akh48,17292,2018 Fall Term,89
arc66,23679,2018 Fall Term,89
alc73,4764,2019 Spring Term,83
ank26,24775,2017 Fall Term,98
acm88,16850,2018 Fall Term,77
ame49,21145,2018 Fall Term,95
aag43,18029,2018 Fall Term,92
aaf15,13848,2019 Spring Term,89
arl48,17410,2018 Fall Term,96
akb71,12940,2019 Spring Term,99
asb93,22912,2018 Spring Term,84
ags40,22914,2019 Spring Term,80
amh89,14770,2017 Fall Term,94
aps59,17911,2017 Fall Term,76
aeb94,13848,2019 Spring Term,98
agc35,7253,2017 Fall Term,82
ajc29,4419,2018 Fall Term,85
ajp80,25322,2018 Fall Term,97
ajj23,2586,2018 Spring Term,79
abb70,1410,2018 Fall Term,96
acv13,15263,2019 Spring Term,76
anb24,20819,2017 Fall Term,94
bac40,12978,2017 Fall Term,76
akh21,13956,2017 Fall Term,77
bac45,22766,2019 Spring Term,82
aaa67,23230,2019 Spring Term,75
alw93,1853,2018 Fall Term,80
aph40,14447,2017 Fall Term,98
ard44,20138,2019 Spring Term,86
akm55,20823,2018 Fall Term,99
aem19,19023,2018 Fall Term,76
aam85,15348,2017 Fall Term,80
ano12,24349,2019 Spring Term,90
aks79,17124,2017 Fall Term,80
ajk74,23876,2018 Spring Term,89
aab75,2046,2019 Spring Term,78
alr76,5796,2018 Spring Term,77
acw63,22918,2017 Fall Term,79
adm74,22914,2018 Spring Term,81
amp97,3815,2019 Spring Term,83
anr44,23278,2017 Fall Term,84
ajp63,23953,2017 Fall Term,94
ald66,14315,2018 Fall Term,99
ajf40,964,2017 Fall Term,91
abd31,19482,2018 Spring Term,99
alm69,21412,2017 Fall Term,86
ant27,25220,2018 Fall Term,77
asc78,1853,2018 Fall Term,87
ajl73,25098,2018 Spring Term,83
abk35,14567,2017 Fall Term,99
aps52,2523,2017 Fall Term,89
ajp54,14970,2019 Spring Term,77
aep56,13103,2017 Fall Term,92
act47,24180,2018 Spring Term,94
ame45,9789,2018 Spring Term,76
akh48,5026,2017 Fall Term,96
ahj10,20325,2017 Fall Term,86
ast29,13076,2018 Spring Term,77
asb89,4419,2018 Spring Term,85
all72,23204,2018 Fall Term,91
agc26,15531,2018 Fall Term,97
aca13,22203,2018 Fall Term,97
anb65,13958,2017 Fall Term,78
agp15,9576,2017 Fall Term,75
aem82,22766,2019 Spring Term,98
ajh66,5028,2019 Spring Term,92
agk19,7276,2018 Fall Term,78
asb89,5026,2019 Spring Term,93
adf24,24656,2019 Spring Term,93
adm66,17515,2019 Spring Term,79
anb57,17526,2018 Fall Term,81
ais30,20138,2018 Spring Term,78
akm55,3743,2017 Fall Term,95
aal26,25105,2018 Spring Term,76
aas85,13958,2018 Fall Term,83
ach79,20357,2017 Fall Term,79
ary13,20776,2018 Fall Term,91
ajk79,20823,2017 Fall Term,95
afc26,21524,2019 Spring Term,82
ahf13,1004,2017 Fall Term,84
afj11,14315,2018 Fall Term,83
asf45,8048,2017 Fall Term,79
aps54,6875,2017 Fall Term,87
aro13,25220,2018 Fall Term,80
atw20,6839,2018 Spring Term,84
ast29,6839,2017 Fall Term,92
ajt50,6495,2017 Fall Term,76
aak42,22914,2019 Spring Term,78
aer52,17124,2018 Fall Term,90
aep56,20357,2019 Spring Term,89
aml88,17124,2018 Spring Term,80
agd26,10025,2018 Fall Term,94
ajp54,20130,2018 Fall Term,84
aml87,19913,2018 Fall Term,97
aey11,24135,2017 Fall Term,85
ajc85,20797,2018 Fall Term,79
anp37,20820,2018 Spring Term,88
asd41,5718,2018 Fall Term,78
asb90,22766,2018 Spring Term,78
aeb77,17428,2019 Spring Term,92
akl32,18102,2018 Fall Term,79
aps27,9781,2017 Fall Term,96
amp97,4419,2017 Fall Term,78
afa16,8766,2019 Spring Term,81
anp37,1397,2018 Spring Term,82
aom11,21369,2017 Fall Term,83
aew60,4419,2019 Spring Term,92
acg59,7528,2018 Spring Term,90
apl18,24578,2019 Spring Term,78
awh20,5902,2018 Fall Term,93
ack42,18277,2018 Fall Term,89
asf25,23658,2019 Spring Term,78
acc69,23350,2018 Spring Term,91
asr28,13046,2018 Spring Term,89
aln20,19923,2018 Spring Term,78
awm27,2315,2018 Spring Term,77
afs37,17515,2017 Fall Term,76
bac38,7019,2019 Spring Term,91
arl41,17409,2019 Spring Term,92
alc91,13957,2019 Spring Term,87
aec50,23232,2018 Fall Term,98
akh49,25263,2018 Fall Term,94
ash43,5904,2018 Fall Term,85
act39,21852,2019 Spring Term,90
aar25,4062,2018 Spring Term,99
adp33,81,2018 Spring Term,93
alw97,20324,2018 Spring Term,80
akd33,23651,2018 Spring Term,82
acm91,18270,2017 Fall Term,88
apk21,16219,2018 Fall Term,84
akg38,25098,2019 Spring Term,99
and36,4773,2018 Fall Term,82
avn11,2046,2018 Spring Term,89
ano12,5796,2018 Spring Term,77
aem82,21143,2018 Fall Term,75
asf25,19374,2018 Spring Term,75
ans66,9781,2018 Fall Term,83
acg46,24432,2017 Fall Term,79
aam62,16850,2018 Fall Term,96
atf24,3845,2018 Spring Term,95
ajd42,23957,2018 Fall Term,81
acs80,81,2019 Spring Term,98
akg36,5687,2017 Fall Term,85
acf35,23520,2017 Fall Term,91
ajw76,3824,2018 Fall Term,91
ats46,1004,2018 Fall Term,75
agw31,21526,2017 Fall Term,99
adw54,18102,2018 Fall Term,92
aaa63,25155,2018 Spring Term,75
alc99,23520,2017 Fall Term,99
acf31,4925,2017 Fall Term,90
anw40,1006,2018 Fall Term,90
anc48,23658,2019 Spring Term,83
afc27,17410,2017 Fall Term,91
acg59,2965,2018 Fall Term,82
ach79,20325,2017 Fall Term,78
ajw71,24705,2017 Fall Term,86
asp44,13594,2018 Fall Term,81
asr38,16389,2018 Fall Term,85
ami10,18963,2018 Spring Term,83
afs34,15262,2017 Fall Term,93
abd30,12571,2019 Spring Term,97
all75,7692,2019 Spring Term,91
ava13,20906,2018 Fall Term,93
abc52,6840,2018 Spring Term,96
awl14,18275,2019 Spring Term,88
akt23,19135,2019 Spring Term,91
amt64,23130,2018 Fall Term,82
awg17,7979,2017 Fall Term,84
ahf13,22156,2018 Fall Term,87
aem67,4926,2018 Spring Term,85
acf35,22805,2018 Fall Term,75
avs28,20188,2018 Fall Term,96
aea42,22409,2018 Fall Term,77
akd35,13956,2017 Fall Term,80
agp15,5026,2018 Spring Term,92
aah44,24432,2018 Spring Term,80
aww28,21524,2018 Spring Term,77
awm20,3033,2019 Spring Term,92
aek48,20188,2018 Fall Term,90
amt69,5796,2019 Spring Term,97
amo34,23540,2018 Fall Term,97
aas98,4417,2017 Fall Term,76
aaa87,22965,2018 Fall Term,92
ais30,7453,2017 Fall Term,85
abb57,17124,2018 Spring Term,95
ajp53,8322,2018 Fall Term,77
adm86,2586,2018 Spring Term,85
asp49,13180,2018 Fall Term,94
asc78,2046,2019 Spring Term,95
ald57,5718,2018 Spring Term,76
ahm25,15228,2019 Spring Term,76
akt24,7453,2019 Spring Term,77
acs97,25187,2018 Fall Term,81
bad32,13046,2019 Spring Term,82
amp95,4764,2017 Fall Term,78
aka28,5833,2018 Spring Term,90
aam84,24969,2018 Spring Term,85
adk34,25328,2018 Fall Term,79
akk46,14970,2017 Fall Term,92
aab74,9576,2017 Fall Term,81
alr80,19374,2017 Fall Term,82
adc79,16850,2018 Fall Term,77
adp32,9576,2017 Fall Term,98
acb67,22156,2018 Fall Term,87
baa26,5029,2018 Spring Term,95
asf47,2523,2018 Spring Term,88
aak26,19468,2018 Fall Term,87
amo34,24138,2017 Fall Term,97
bac33,25098,2019 Spring Term,95
ajp61,22215,2017 Fall Term,76
aln22,20130,2018 Fall Term,80
ash75,8322,2019 Spring Term,99
adp32,23539,2017 Fall Term,77
ajr74,8062,2019 Spring Term,87
atr22,15842,2017 Fall Term,98
amg73,7975,2018 Spring Term,97
ajm70,22918,2017 Fall Term,88
aia10,12978,2019 Spring Term,86
amt66,7453,2019 Spring Term,89
aab74,15067,2018 Spring Term,79
ajk41,12978,2018 Spring Term,94
agd18,22534,2019 Spring Term,91
amg73,17428,2019 Spring Term,95
acj34,4932,2018 Fall Term,89
abr26,13076,2018 Fall Term,92
alc99,23540,2018 Fall Term,94
akn18,7529,2017 Fall Term,81
akk42,22329,2019 Spring Term,93
